activity,institution,source_id,experiment_id,member_id,candidate_ready,full_physics_ready,trackability,circulation_basis,pressure_levels_verified,has_mslp,has_surface_wind,has_precipitation,has_temperature,has_humidity,has_surface_pressure,historical_pair_available,grid_labels,first_period,last_period,available_fields,missing_for_candidate_tracking,remaining_preprocessing
CMIP,KIOST,KIOST-ESM,historical,r1i1p1f1,False,False,candidate_fields_present_levels_unverified,6hrPlevPt:ua+va,False,True,True,True,True,False,True,False,gr1,185001010000,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:ps|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation
CMIP,KIOST,KIOST-ESM,piControl,r1i1p1f1,False,False,candidate_fields_present_levels_unverified,6hrPlevPt:ua+va,False,True,True,True,True,False,False,False,gr1,268901010600,333901010000,3hr:pr|3hr:uas|3hr:vas|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation
CMIP,MIROC,MIROC-ES2L,abrupt-4xCO2,r1i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,199912312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC-ES2L,amip,r1i1p1f2,False,False,incomplete,none,False,False,False,False,True,False,True,False,gn,197901010300,201501010000,3hr:ps|6hrLev:ps|6hrPlevPt:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MIROC,MIROC-ES2L,historical,r1i1p1f2,False,False,candidate_fields_present_levels_unverified,6hrPlevPt:ua+va,False,True,True,True,True,False,False,False,gn,185001010130,201501010000,3hr:pr|3hr:uas|3hr:vas|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation
CMIP,MIROC,MIROC-ES2L,piControl,r1i1p1f2,False,False,incomplete,none,False,False,False,True,True,False,False,False,gn,185001010130,235001010000,3hr:pr|6hrPlevPt:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,abrupt-4xCO2,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,True,gn,320001010130,334912312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,amip,r1i1p1f1,False,False,incomplete,none,False,False,True,False,True,False,True,True,gn,197901010130,201501010000,3hr:ps|3hr:uas|3hr:vas|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:ta|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MIROC,MIROC6,amip,r2i1p1f1,False,False,incomplete,none,False,False,True,False,False,False,False,False,gn,197901010300,201501010000,3hr:uas|3hr:vas|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MIROC,MIROC6,historical,r10i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r1i1p1f1,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MIROC,MIROC6,historical,r2i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,185001010130,201501010000,3hr:pr|3hr:uas|3hr:vas|6hrPlev:pr|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
CMIP,MIROC,MIROC6,historical,r3i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r4i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r5i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r6i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r7i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r8i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,historical,r9i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MIROC,MIROC6,piControl,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,False,False,True,gn,320001010130,360001010000,3hr:pr|3hr:uas|3hr:vas|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,False,False,incomplete,none,False,False,True,True,False,False,True,True,gn,185001010130,200001010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,False,False,incomplete,none,False,False,True,True,False,False,True,True,gn,185001010130,200001010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-LL,amip,r1i1p1f3,False,False,candidate_fields_present_levels_unverified,6hrPlevPt:ua+va,False,True,True,True,True,True,True,True,gn,197901010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va|6hrPlevPt:zg,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-LL,historical,r1i1p1f3,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-MM,1pctCO2,r1i1p1f3,False,False,incomplete,none,False,False,True,True,False,False,True,True,gn,185001010130,200001010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-MM,abrupt-4xCO2,r1i1p1f3,False,False,incomplete,none,False,False,True,True,False,False,True,True,gn,185001010130,200001010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-MM,amip,r1i1p1f3,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,True,gn,197901010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MOHC,HadGEM3-GC31-MM,historical,r1i1p1f3,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MOHC,UKESM1-0-LL,1pctCO2,r1i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,True,False,gn,185001010130,200001010000,3hr:pr|3hr:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,1pctCO2,r2i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,True,False,gn,185001010130,200001010000,3hr:pr|3hr:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,1pctCO2,r3i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,True,False,gn,185001010130,200001010000,3hr:pr|3hr:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,1pctCO2,r4i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,True,False,gn,185001010130,200001010000,3hr:pr|3hr:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,False,False,incomplete,none,False,False,False,True,False,False,True,False,gn,185001010130,200001010000,3hr:pr|3hr:ps,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,amip,r1i1p1f4,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,False,False,False,True,True,False,True,False,gn,197901010130,201501010000,3hr:pr|3hr:ps|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,esm-hist,r2i1p1f2,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,False,False,False,True,True,False,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,esm-hist,r3i1p1f2,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,False,False,False,True,True,False,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,esm-hist,r4i1p1f2,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,False,False,False,True,True,False,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,historical,r1i1p1f2,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,False,False,False,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlevPt:hus|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MOHC,UKESM1-0-LL,historical,r2i1p1f2,False,False,incomplete,none,False,False,False,False,False,False,True,False,gn,195001010600,201501010000,6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MOHC,UKESM1-0-LL,historical,r3i1p1f2,False,False,pressure_circulation_without_mslp,6hrPlevPt:ua+va,True,False,False,False,True,True,True,False,gn,195001010600,201501010000,6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlevPt:hus|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va|6hrPlevPt:zg,six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,True,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MPI-M,MPI-ESM1-2-HR,amip,r1i1p1f1,False,False,incomplete,none,False,False,True,False,True,False,True,True,gn,197901010300,201501010000,3hr:ps|3hr:uas|3hr:vas|6hrLev:ps|6hrLev:ta|6hrPlev:uas|6hrPlevPt:ta|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,amip,r2i1p1f1,False,False,incomplete,none,False,False,True,False,False,False,False,False,gn,197901010300,201501010000,3hr:uas|3hr:vas|6hrPlev:uas|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r10i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r2i1p1f1,False,False,incomplete,none,False,False,True,False,False,False,False,False,gn,185001010300,201501010000,3hr:uas|3hr:vas|6hrLev:ta|6hrPlev:uas|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r3i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r4i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r5i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r6i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r7i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r8i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r9i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,False,False,gn,185001010600,201501010000,6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-HR,piControl,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,False,False,True,gn,185001010130,235001010000,3hr:pr|3hr:uas|3hr:vas|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MPI-M,MPI-ESM1-2-LR,abrupt-4xCO2,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,True,gn,185001010130,201412312230,3hr:pr|6hrPlev:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MPI-M,MPI-ESM1-2-LR,amip,r1i1p1f1,False,False,incomplete,none,False,False,False,False,False,False,True,True,gn,197901010300,201501010000,3hr:ps|6hrLev:ps|6hrLev:ta,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-LR,esm-hist,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,False,True,True,True,True,True,gn,185001010130,201501010000,3hr:pr|3hr:ps|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:va|6hrPlevPt:zg,,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MPI-M,MPI-ESM1-2-LR,historical,r1i1p1f1,True,True,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,True,True,False,gn,185001010130,201501010000,3hr:pr|3hr:ps|3hr:uas|3hr:vas|6hrLev:hus|6hrLev:ps|6hrLev:ta|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MPI-M,MPI-ESM1-2-LR,historical,r2i1p1f1,False,False,incomplete,none,False,False,True,False,False,False,False,False,gn,185001010300,201501010000,3hr:uas|3hr:vas|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|precipitation diagnostics unavailable
CMIP,MPI-M,MPI-ESM1-2-LR,piControl,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,True,True,False,False,True,gn,185001010130,285001010000,3hr:pr|3hr:uas|3hr:vas|6hrLev:ua|6hrLev:va|6hrPlev:pr|6hrPlev:psl|6hrPlev:uas|6hrPlev:vas|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,200012312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,200012312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,True,gn,185001010130,200012312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r2i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r3i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,200012312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r5i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r6i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,200012312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r8i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gn,185001010130,185512312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
