activity,institution,source_id,experiment_id,member_id,candidate_ready,full_physics_ready,trackability,circulation_basis,pressure_levels_verified,has_mslp,has_surface_wind,has_precipitation,has_temperature,has_humidity,has_surface_pressure,historical_pair_available,grid_labels,first_period,last_period,available_fields,missing_for_candidate_tracking,remaining_preprocessing
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r2i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r3i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r4i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r5i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-HR,hist-1950,r6i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,control-1950,r1i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,True,gr,195001010000,204912311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,True,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r2i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r3i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r4i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r5i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r6i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r7i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,True,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,highresSST-present,r8i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,True,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r1i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r2i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r3i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r4i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r5i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r6i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r7i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,hist-1950,r8i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-LR,spinup-1950,r1i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,True,gr,195001010000,199912311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-MR,control-1950,r1i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,204912311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-MR,hist-1950,r1i1p1f1,False,False,incomplete,none,False,True,True,False,False,False,False,False,gr,195001010000,201412311800,6hrPlevPt:psl|6hrPlevPt:uas|6hrPlevPt:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-MR,hist-1950,r2i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,ECMWF,ECMWF-IFS-MR,hist-1950,r3i1p1f1,True,False,candidate_ready,6hrPlevPt:ua+va,True,True,True,False,True,True,False,False,gr,195001010000,201412311800,6hrPlevPt:hus|6hrPlevPt:psl|6hrPlevPt:ta|6hrPlevPt:ua|6hrPlevPt:uas|6hrPlevPt:va|6hrPlevPt:vas|6hrPlevPt:zg,,regional subset and common-grid standardisation|precipitation diagnostics unavailable
HighResMIP,IPSL,IPSL-CM6A-ATM-HR,highresSST-present,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,False,gr,195001010130,201412312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
HighResMIP,IPSL,IPSL-CM6A-LR,highresSST-present,r1i1p1f1,False,False,incomplete,none,False,False,False,True,False,False,False,True,gr,195001010130,201412312230,3hr:pr,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation|classification without native 10-m vector wind
HighResMIP,MOHC,HadGEM3-GC31-HH,control-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HH,highres-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,control-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highres-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highres-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-future,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-present,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-present,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,highresSST-present,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,hist-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-HM,hist-1950,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,control-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,highres-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,highres-future,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,highres-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,highres-future,r1i4p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i4p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i5p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i6p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i7p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,hist-1950,r1i8p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LL,spinup-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,197912302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-future,r1i14p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-future,r1i15p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-future,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-present,r1i14p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-present,r1i15p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-present,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-present,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-LM,highresSST-present,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MH,spinup-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,197912302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,control-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highres-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highres-future,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highres-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-future,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,201501010130,205012302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-future,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-future,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,201501010130,205012302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-present,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-present,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,highresSST-present,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,hist-1950,r1i1p1f1,False,False,incomplete,none,False,False,True,True,False,False,True,False,gn,195001010130,201412302230,3hr:pr|3hr:ps|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,hist-1950,r1i2p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
HighResMIP,MOHC,HadGEM3-GC31-MM,hist-1950,r1i3p1f1,False,False,incomplete,none,False,False,True,True,False,False,False,False,gn,195001010130,201412302230,3hr:pr|3hr:uas|3hr:vas,verified fixed-pressure ua+va or vo at 850/700/500 hPa|six-hourly-or-better psl,regional subset and common-grid standardisation
