activity,institution,source_id,experiment_id,member_id,table_id,variable_id,grid_label,version,file_count,bytes,first_period,last_period,sample_file,sample_cadence_hours,calendar,latitude_count,longitude_count,latitude_spacing_deg,longitude_spacing_deg,pressure_levels_hpa,has_850_700_500_hpa,metadata_error,path
CMIP,CSIRO-ARCCSS,ACCESS-CM2,amip,r2i1p1f1,3hr,vas,gn,v20191125,4,10891947416,197901010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/amip/r2i1p1f1/3hr/vas/gn/latest/vas_3hr_ACCESS-CM2_amip_r2i1p1f1_gn_197901010300-198901010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/amip/r2i1p1f1/3hr/vas/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,3hr,pr,gn,v20210325,7,18615759220,195001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_ACCESS-CM2_historical_r1i1p1f1_gn_195001010130-195912312230.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/pr/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,3hr,ps,gn,v20210325,7,16611768365,195001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/ps/gn/latest/ps_3hr_ACCESS-CM2_historical_r1i1p1f1_gn_195001010300-196001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/ps/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,3hr,uas,gn,v20210325,7,13828725127,195001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/uas/gn/latest/uas_3hr_ACCESS-CM2_historical_r1i1p1f1_gn_195001010300-196001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/uas/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,3hr,vas,gn,v20210325,7,13976584318,195001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/vas/gn/latest/vas_3hr_ACCESS-CM2_historical_r1i1p1f1_gn_195001010300-196001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/3hr/vas/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrPlevPt,psl,gn,v20191108,7,6918066749,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/psl/gn/latest/psl_6hrPlevPt_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-196001010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/psl/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrPlevPt,ta,gn,v20191108,65,20510558490,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/ta/gn/latest/ta_6hrPlevPt_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/ta/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrPlevPt,ua,gn,v20191108,65,22507170185,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/ua/gn/latest/ua_6hrPlevPt_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,145,192,1.25,1.875,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/ua/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrPlevPt,va,gn,v20191108,65,22708180084,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/va/gn/latest/va_6hrPlevPt_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,145,192,1.25,1.875,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrPlevPt/va/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrLev,hus,gn,v20191108,65,759829082854,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/hus/gn/latest/hus_6hrLev_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/hus/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrLev,ps,gn,v20191108,7,8306199552,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/ps/gn/latest/ps_6hrLev_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-196001010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/ps/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrLev,ua,gn,v20191108,65,647803554571,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/ua/gn/latest/ua_6hrLev_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/ua/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,6hrLev,va,gn,v20191108,65,653994744775,195001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/va/gn/latest/va_6hrLev_ACCESS-CM2_historical_r1i1p1f1_gn_195001010600-195101010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/6hrLev/va/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,3hr,pr,gn,v20191112,4,8596471653,108501010130,111412312230,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010130-108912312230.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/pr/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,3hr,ps,gn,v20191112,4,7666129608,108501010300,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/ps/gn/latest/ps_3hr_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010300-109001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/ps/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,3hr,uas,gn,v20191112,4,6382080657,108501010300,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/uas/gn/latest/uas_3hr_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010300-109001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/uas/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,3hr,vas,gn,v20191112,4,6449340037,108501010300,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/vas/gn/latest/vas_3hr_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010300-109001010000.nc,3.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/3hr/vas/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,6hrPlevPt,psl,gn,v20191112,4,3192081898,108501010600,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/psl/gn/latest/psl_6hrPlevPt_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010600-109001010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/psl/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,6hrPlevPt,ta,gn,v20191112,30,9469014425,108501010600,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/ta/gn/latest/ta_6hrPlevPt_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010600-108601010000.nc,6.0,proleptic_gregorian,144,192,1.25,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/ta/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,6hrPlevPt,ua,gn,v20191112,30,10385938311,108501010600,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/ua/gn/latest/ua_6hrPlevPt_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010600-108601010000.nc,6.0,proleptic_gregorian,145,192,1.25,1.875,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/ua/gn/latest
CMIP,CSIRO-ARCCSS,ACCESS-CM2,piControl,r1i1p1f1,6hrPlevPt,va,gn,v20191112,30,10479680399,108501010600,111501010000,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/va/gn/latest/va_6hrPlevPt_ACCESS-CM2_piControl_r1i1p1f1_gn_108501010600-108601010000.nc,6.0,proleptic_gregorian,145,192,1.25,1.875,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/piControl/r1i1p1f1/6hrPlevPt/va/gn/latest
CMIP,E3SM-Project,E3SM-1-0,abrupt-4xCO2,r1i1p1f1,3hr,pr,gr,v20210722,15,105087602770,000101010130,015012312230,/badc/cmip6/data/CMIP6/CMIP/E3SM-Project/E3SM-1-0/abrupt-4xCO2/r1i1p1f1/3hr/pr/gr/latest/pr_3hr_E3SM-1-0_abrupt-4xCO2_r1i1p1f1_gr_000101010130-001012312230.nc,3.0,noleap,180,360,1.0,1.0,,,,/badc/cmip6/data/CMIP6/CMIP/E3SM-Project/E3SM-1-0/abrupt-4xCO2/r1i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,amip,r1i1p1f1,3hr,ps,gr,v20200203,39,42488243474,197901010000,201712312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/3hr/ps/gr/latest/ps_3hr_EC-Earth3_amip_r1i1p1f1_gr_197901010000-197912312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/3hr/ps/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,amip,r1i1p1f1,6hrPlevPt,psl,gr,v20200203,39,20703018177,197901010000,201712311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/psl/gr/latest/psl_6hrPlevPt_EC-Earth3_amip_r1i1p1f1_gr_197901010000-197912311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/psl/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,amip,r1i1p1f1,6hrPlevPt,ua,gr,v20200203,39,82294588774,197901010000,201712311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/ua/gr/latest/ua_6hrPlevPt_EC-Earth3_amip_r1i1p1f1_gr_197901010000-197912311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/ua/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,amip,r1i1p1f1,6hrPlevPt,va,gr,v20200203,39,83352255066,197901010000,201712311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/va/gr/latest/va_6hrPlevPt_EC-Earth3_amip_r1i1p1f1_gr_197901010000-197912311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrPlevPt/va/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,amip,r1i1p1f1,6hrLev,ps,gr,v20200203,39,21244285575,197901010000,201712311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrLev/ps/gr/latest/ps_6hrLev_EC-Earth3_amip_r1i1p1f1_gr_197901010000-197912311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/amip/r1i1p1f1/6hrLev/ps/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,3hr,pr,gr,v20200310,165,149349901971,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_historical_r1i1p1f1_gr_185001010130-185012312230.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,3hr,ps,gr,v20200310,165,179644169544,185001010000,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/ps/gr/latest/ps_3hr_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/ps/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,3hr,uas,gr,v20200310,165,200708647373,185001010000,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/uas/gr/latest/uas_3hr_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/uas/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,3hr,vas,gr,v20200310,165,201262860149,185001010000,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/vas/gr/latest/vas_3hr_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/3hr/vas/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlevPt,psl,gr,v20200310,165,87608380682,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/psl/gr/latest/psl_6hrPlevPt_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/psl/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlevPt,ta,gr,v20200310,165,286673397740,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/ta/gr/latest/ta_6hrPlevPt_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/ta/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlevPt,ua,gr,v20200310,165,348289125226,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/ua/gr/latest/ua_6hrPlevPt_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/ua/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlevPt,va,gr,v20200310,165,352596057227,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/va/gr/latest/va_6hrPlevPt_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/va/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlevPt,zg,gr,v20200310,165,2626110919285,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/zg/gr/latest/zg_6hrPlevPt_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlevPt/zg/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlev,psl,gr,v20200310,165,87625162612,185001010300,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/psl/gr/latest/psl_6hrPlev_EC-Earth3_historical_r1i1p1f1_gr_185001010300-185012312100.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/psl/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlev,uas,gr,v20200310,165,100376985155,185001010300,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/uas/gr/latest/uas_6hrPlev_EC-Earth3_historical_r1i1p1f1_gr_185001010300-185012312100.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/uas/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrPlev,vas,gr,v20200310,165,100652415797,185001010300,201412312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/vas/gr/latest/vas_6hrPlev_EC-Earth3_historical_r1i1p1f1_gr_185001010300-185012312100.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrPlev/vas/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r1i1p1f1,6hrLev,ps,gr,v20200310,165,89824028534,185001010000,201412311800,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrLev/ps/gr/latest/ps_6hrLev_EC-Earth3_historical_r1i1p1f1_gr_185001010000-185012311800.nc,6.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r1i1p1f1/6hrLev/ps/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r3i1p1f1,3hr,pr,gr,v20200730,165,149456290903,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r3i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_historical_r3i1p1f1_gr_185001010130-185012312230.nc,3.0,gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r3i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r4i1p1f1,3hr,pr,gr,v20200425,165,149600066154,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r4i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_historical_r4i1p1f1_gr_185001010130-185012312230.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r4i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r6i1p1f1,3hr,pr,gr,v20200201,165,149381261296,185001010130,201412311930,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r6i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_historical_r6i1p1f1_gr_185001010130-185012312230.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r6i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,historical,r9i1p1f1,3hr,pr,gr,v20200201,165,149667026858,185001010130,201412311930,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r9i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_historical_r9i1p1f1_gr_185001010130-185012312230.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/historical/r9i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,3hr,pr,gr,v20200312,501,454270300279,225901010130,275912311930,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/pr/gr/latest/pr_3hr_EC-Earth3_piControl_r1i1p1f1_gr_225901010130-225912312230.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/pr/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,3hr,uas,gr,v20200312,501,609437279862,225901010000,275912312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/uas/gr/latest/uas_3hr_EC-Earth3_piControl_r1i1p1f1_gr_225901010000-225912312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/uas/gr/latest
CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,3hr,vas,gr,v20200312,501,611093466962,225901010000,275912312100,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/vas/gr/latest/vas_3hr_EC-Earth3_piControl_r1i1p1f1_gr_225901010000-225912312100.nc,3.0,proleptic_gregorian,256,512,0.70175,0.70312,,,,/badc/cmip6/data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/3hr/vas/gr/latest
