activity,institution,source_id,experiment_id,member_id,table_id,variable_id,grid_label,version,file_count,bytes,first_period,last_period,sample_file,sample_cadence_hours,calendar,latitude_count,longitude_count,latitude_spacing_deg,longitude_spacing_deg,pressure_levels_hpa,has_850_700_500_hpa,metadata_error,path
CMIP,AS-RCEC,TaiESM1,historical,r1i1p1f1,6hrLev,ua,gn,v20201112,17,1253718720938,185001010000,201501010000,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/6hrLev/ua/gn/latest/ua_6hrLev_TaiESM1_historical_r1i1p1f1_gn_185001010000-186001010000.nc,6.0,noleap,192,288,0.94241,1.25,,,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/6hrLev/ua/gn/latest
CMIP,AS-RCEC,TaiESM1,historical,r1i1p1f1,6hrLev,va,gn,v20201112,17,1301286678921,185001010000,201501010000,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/6hrLev/va/gn/latest/va_6hrLev_TaiESM1_historical_r1i1p1f1_gn_185001010000-186001010000.nc,6.0,noleap,192,288,0.94241,1.25,,,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/6hrLev/va/gn/latest
CMIP,AS-RCEC,TaiESM1,piControl,r1i1p1f1,3hr,pr,gn,v20201208,20,106117586106,050101010000,070012312100,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_TaiESM1_piControl_r1i1p1f1_gn_050101010000-051012312100.nc,3.0,noleap,192,288,0.94241,1.25,,,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/3hr/pr/gn/latest
CMIP,AS-RCEC,TaiESM1,piControl,r1i1p1f1,6hrPlevPt,psl,gn,v20200309,10,17129104393,060101010300,070012312100,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/psl/gn/latest/psl_6hrPlevPt_TaiESM1_piControl_r1i1p1f1_gn_060101010300-061012312100.nc,6.0,noleap,192,288,0.94241,1.25,,,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/psl/gn/latest
CMIP,AS-RCEC,TaiESM1,piControl,r1i1p1f1,6hrPlevPt,ta,gn,v20200309,10,52741169895,060101010300,070012312100,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/ta/gn/latest/ta_6hrPlevPt_TaiESM1_piControl_r1i1p1f1_gn_060101010300-061012312100.nc,6.0,noleap,192,288,0.94241,1.25,,,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/ta/gn/latest
CMIP,AS-RCEC,TaiESM1,piControl,r1i1p1f1,6hrPlevPt,ua,gn,v20200309,1,7514684338,060101010300,061012312100,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/ua/gn/latest/ua_6hrPlevPt_TaiESM1_piControl_r1i1p1f1_gn_060101010300-061012312100.nc,6.0,noleap,192,288,0.94241,1.25,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/ua/gn/latest
CMIP,AS-RCEC,TaiESM1,piControl,r1i1p1f1,6hrPlevPt,va,gn,v20200309,1,7676613961,060101010300,061012312100,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/va/gn/latest/va_6hrPlevPt_TaiESM1_piControl_r1i1p1f1_gn_060101010300-061012312100.nc,6.0,noleap,192,288,0.94241,1.25,250|500|850,False,,/badc/cmip6/data/CMIP6/CMIP/AS-RCEC/TaiESM1/piControl/r1i1p1f1/6hrPlevPt/va/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,3hr,pr,gn,v20181218,151,123133716381,185001010130,200012312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/abrupt-4xCO2/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/abrupt-4xCO2/r1i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r1i1p1f1,3hr,pr,gn,v20181218,165,134699938281,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r1i1p1f1,3hr,ps,gn,v20181218,165,112352563253,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/ps/gn/latest/ps_3hr_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/ps/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r1i1p1f1,3hr,uas,gn,v20181218,165,131584261372,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r1i1p1f1,3hr,vas,gn,v20181218,165,132189369937,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r2i1p1f1,3hr,pr,gn,v20181218,165,134704785113,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_historical_r2i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r2i1p1f1,3hr,ps,gn,v20181218,165,112350277160,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/ps/gn/latest/ps_3hr_AWI-CM-1-1-MR_historical_r2i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/ps/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r2i1p1f1,3hr,uas,gn,v20181218,165,131585537829,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-CM-1-1-MR_historical_r2i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r2i1p1f1,3hr,vas,gn,v20181218,165,132190159078,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-CM-1-1-MR_historical_r2i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r2i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r3i1p1f1,3hr,pr,gn,v20181218,165,134701762631,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_historical_r3i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r3i1p1f1,3hr,ps,gn,v20181218,165,112351560733,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/ps/gn/latest/ps_3hr_AWI-CM-1-1-MR_historical_r3i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/ps/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r3i1p1f1,3hr,uas,gn,v20181218,165,131586628047,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-CM-1-1-MR_historical_r3i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r3i1p1f1,3hr,vas,gn,v20181218,165,132188993184,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-CM-1-1-MR_historical_r3i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r3i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r4i1p1f1,3hr,pr,gn,v20181218,165,134701044729,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_historical_r4i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r4i1p1f1,3hr,ps,gn,v20181218,165,112351012700,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/ps/gn/latest/ps_3hr_AWI-CM-1-1-MR_historical_r4i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/ps/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r4i1p1f1,3hr,uas,gn,v20181218,165,131586221644,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-CM-1-1-MR_historical_r4i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,historical,r4i1p1f1,3hr,vas,gn,v20181218,165,132188996400,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-CM-1-1-MR_historical_r4i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r4i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,piControl,r1i1p1f1,3hr,pr,gn,v20181218,500,408201053684,240101010130,290012312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-CM-1-1-MR_piControl_r1i1p1f1_gn_240101010130-240112312230.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,piControl,r1i1p1f1,3hr,uas,gn,v20181218,500,398808011823,240101010300,290101010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-CM-1-1-MR_piControl_r1i1p1f1_gn_240101010300-240201010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-CM-1-1-MR,piControl,r1i1p1f1,3hr,vas,gn,v20181218,500,400599693011,240101010300,290101010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-CM-1-1-MR_piControl_r1i1p1f1_gn_240101010300-240201010000.nc,3.0,proleptic_gregorian,192,384,0.93506,0.9375,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/piControl/r1i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,3hr,pr,gn,v20200212,165,22647320268,185001010130,201412312230,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/pr/gn/latest/pr_3hr_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010130-185012312230.nc,3.0,proleptic_gregorian,96,192,1.86524,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/pr/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,3hr,ps,gn,v20200212,165,21257979829,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/ps/gn/latest/ps_3hr_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,96,192,1.86524,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/ps/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,3hr,uas,gn,v20200212,165,25030623839,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/uas/gn/latest/uas_3hr_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,96,192,1.86524,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/uas/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,3hr,vas,gn,v20200212,165,25230399588,185001010300,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/vas/gn/latest/vas_3hr_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010300-185101010000.nc,3.0,proleptic_gregorian,96,192,1.86524,1.875,,,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/3hr/vas/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,6hrPlevPt,hus,gn,v20200212,165,315822213466,185001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/6hrPlevPt/hus/gn/latest/hus_6hrPlevPt_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010600-185101010000.nc,6.0,proleptic_gregorian,96,192,1.86524,1.875,50|100|125|150|175|200|225|250|300|350|400|450|500|550|600|650|700|750|775|800|825|850|875|900|925|950|975|1000,True,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/6hrPlevPt/hus/gn/latest
CMIP,AWI,AWI-ESM-1-1-LR,historical,r1i1p1f1,6hrPlevPt,psl,gn,v20200212,165,10874271948,185001010600,201501010000,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/6hrPlevPt/psl/gn/latest/psl_6hrPlevPt_AWI-ESM-1-1-LR_historical_r1i1p1f1_gn_185001010600-185101010000.nc,6.0,proleptic_gregorian,96,192,1.86524,1.875,50|100|125|150|175|200|225|250|300|350|400|450|500|550|600|650|700|750|775|800|825|850|875|900|925|950|975|1000,True,,/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/historical/r1i1p1f1/6hrPlevPt/psl/gn/latest
